,filename,label,truncated,occluded,alpha,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,dim_height,dim_width,dim_length,loc_x,loc_y,loc_z,rotation_y,score
8497,001604,Car,0.0,0,-1.56,591.78,176.65,634.94,217.45,1.56,1.65,3.69,0.11,1.73,29.7,-1.56,
8498,001604,Car,0.0,0,1.97,315.91,183.97,388.42,220.4,1.4,1.54,3.67,-10.75,1.88,30.23,1.63,
8499,001604,Car,0.0,1,1.85,362.22,180.22,422.8,214.34,1.56,1.7,4.41,-10.68,1.94,35.63,1.56,
8500,001604,Car,0.0,0,-0.89,671.6,173.81,751.11,210.59,1.53,1.57,3.54,4.47,1.58,31.82,-0.75,
8501,001604,Car,0.0,2,-0.93,668.46,176.2,745.19,208.99,1.5,1.64,3.99,4.74,1.68,35.2,-0.8,
8502,001604,Car,0.0,2,-0.87,649.87,176.46,724.45,204.46,1.4,1.65,4.18,4.15,1.62,38.66,-0.76,
8503,001605,Car,0.42,0,1.95,1.75,199.12,458.92,374.0,1.45,1.62,3.83,-2.45,1.72,5.7,1.56,
8504,001605,Car,0.0,0,1.72,531.4,179.7,601.82,229.49,1.43,1.66,3.67,-1.32,1.66,22.78,1.67,
8505,001605,Pedestrian,0.0,0,1.05,885.77,164.1,903.44,211.48,1.74,0.47,0.55,10.56,1.42,26.88,1.42,
8506,001606,Car,0.94,3,0.93,889.8,203.58,1241.0,374.0,1.49,1.61,3.74,2.87,1.71,3.54,1.57,
8507,001606,Van,0.0,3,1.71,512.52,167.89,591.07,234.14,1.85,1.84,4.06,-1.73,1.74,22.31,1.64,
8508,001606,Van,0.0,0,-1.67,709.21,172.12,779.07,237.22,1.77,1.63,3.76,3.9,1.78,21.69,-1.5,
8509,001606,Car,0.0,1,1.65,569.32,177.9,615.36,214.86,1.46,1.63,4.47,-0.73,1.7,31.13,1.62,
8510,001606,Van,0.0,2,1.65,581.76,169.18,622.13,207.74,1.85,1.7,4.35,-0.38,1.7,37.04,1.64,
8511,001606,Car,0.0,2,1.74,594.12,169.32,637.85,200.14,1.7,1.82,4.45,0.39,1.53,42.31,1.75,
8512,001606,Car,0.0,1,-2.86,309.3,173.8,495.92,236.16,1.47,1.68,4.26,-5.21,1.52,18.36,-3.14,
8513,001607,Car,0.0,0,-1.55,566.92,178.07,619.93,229.38,1.61,1.66,3.2,-0.57,1.8,24.48,-1.58,
8514,001607,Car,0.0,0,1.72,485.56,180.84,520.93,209.59,1.66,1.61,3.46,-6.47,2.15,43.81,1.57,
8515,001607,Car,0.0,0,1.65,535.33,178.44,555.44,193.76,1.49,1.67,4.38,-6.54,2.08,73.32,1.56,
8516,001607,Car,0.0,1,-2.06,942.66,168.52,1016.39,197.17,1.36,1.5,4.21,18.69,1.18,36.75,-1.59,
8517,001607,Van,0.0,1,-2.11,998.64,153.36,1113.94,198.9,1.78,1.87,4.98,18.92,1.04,30.95,-1.56,
8518,001607,Van,0.85,1,-2.32,1190.77,137.35,1241.0,207.04,1.97,2.16,5.31,18.88,0.95,19.5,-1.55,
8519,001608,Car,0.0,0,-1.6,602.8,176.56,670.99,231.97,1.36,1.69,3.38,0.63,1.48,19.69,-1.57,
8520,001608,Pedestrian,0.0,0,1.14,913.2,156.63,943.87,224.44,1.77,0.57,0.89,8.5,1.35,19.29,1.55,
8521,001608,Car,0.0,1,2.52,1016.5,166.63,1154.68,206.08,1.45,1.67,4.32,18.44,1.24,28.13,3.1,
8522,001608,Car,0.0,0,1.85,385.0,177.62,434.12,206.82,1.59,1.72,3.86,-11.53,1.88,41.62,1.58,
8523,001608,Cyclist,0.0,3,2.99,749.25,165.18,798.16,203.41,1.68,0.86,2.01,7.32,1.35,32.46,-3.08,
8524,001608,Van,0.0,3,-1.61,651.25,161.31,688.44,201.44,2.12,1.86,4.41,3.3,1.54,40.72,-1.54,
8525,001608,Pedestrian,0.0,2,-0.03,537.51,167.05,547.51,206.91,1.87,0.64,0.65,-3.27,1.6,34.22,-0.13,
8526,001608,Car,0.0,2,-1.57,584.99,172.99,627.78,212.04,1.52,1.67,3.61,-0.19,1.55,30.14,-1.58,
8527,001609,Pedestrian,0.0,0,0.03,493.6,141.36,590.27,330.34,1.86,0.54,1.02,-0.69,1.48,7.29,-0.05,
8528,001610,Car,0.36,0,-2.03,796.85,184.16,1241.0,374.0,1.49,1.71,3.58,2.84,1.6,5.86,-1.6,
8529,001610,Car,0.0,0,-1.28,258.92,201.75,435.77,307.55,1.39,1.81,3.46,-4.23,1.94,12.09,-1.61,
8530,001610,Car,0.0,0,-1.75,683.79,181.03,782.86,255.45,1.47,1.55,3.37,2.61,1.66,16.15,-1.6,
8531,001610,Car,0.0,1,-1.36,407.04,183.36,498.75,248.85,1.72,1.8,4.16,-4.56,2.05,21.38,-1.57,
8532,001610,Car,0.0,0,1.69,486.83,183.19,530.45,218.86,1.62,1.66,3.81,-4.94,2.14,35.34,1.55,
8533,001610,Cyclist,0.0,0,1.63,569.37,177.97,578.42,200.11,1.85,0.63,2.07,-3.09,2.29,61.53,1.58,
8534,001610,Cyclist,0.0,0,1.6,580.97,176.99,589.52,197.88,1.76,0.66,1.83,-2.13,2.12,61.8,1.57,
8535,001610,Car,0.0,0,1.67,518.1,184.21,548.86,206.4,1.46,1.67,4.92,-5.42,2.29,51.42,1.57,
8536,001610,Car,0.0,1,-1.57,632.26,178.17,651.4,193.91,1.51,1.84,4.1,3.18,2.05,72.05,-1.52,
8537,001610,Car,0.0,1,-1.68,648.45,175.54,695.7,214.56,1.61,1.67,3.62,2.65,1.75,31.89,-1.6,
8538,001611,Pedestrian,0.0,0,-2.26,7.73,149.3,120.08,343.67,1.82,0.6,0.63,-5.37,1.53,6.99,-2.9,
8539,001611,Pedestrian,0.0,0,2.39,205.76,153.33,242.44,251.76,1.86,0.58,0.93,-7.54,1.35,13.93,1.91,
8540,001611,Pedestrian,0.0,1,2.31,183.6,150.24,221.54,246.16,1.9,0.55,0.61,-8.2,1.31,14.39,1.8,
8541,001611,Cyclist,0.0,0,-1.88,808.25,151.46,859.42,259.64,1.8,0.34,1.69,4.03,1.32,12.64,-1.57,
8542,001611,Pedestrian,0.0,0,-0.76,600.56,166.85,632.04,238.63,1.66,0.61,0.93,0.25,1.34,16.9,-0.74,
8543,001611,Misc,0.0,0,1.58,531.74,162.8,549.64,208.99,1.83,0.68,1.81,-2.64,1.12,29.01,1.49,
8544,001611,Cyclist,0.0,0,-1.42,484.3,162.25,509.81,213.04,1.77,0.6,1.95,-3.93,1.13,25.76,-1.56,
8545,001611,Pedestrian,0.0,2,2.91,56.34,156.17,122.2,318.17,1.74,0.5,0.53,-5.78,1.48,7.97,2.31,
8546,001611,Pedestrian,0.0,0,-0.94,781.43,155.05,797.48,210.64,1.78,0.64,0.36,6.1,0.97,23.03,-0.68,
8547,001611,Pedestrian,0.0,1,2.35,689.42,158.08,701.32,193.11,1.8,0.77,0.84,4.78,0.65,36.88,2.48,
8548,001611,Pedestrian,0.0,1,-1.57,655.25,162.45,664.55,198.65,1.8,0.67,0.5,2.77,0.9,35.55,-1.49,
8549,001611,Pedestrian,0.0,0,-1.57,669.0,159.14,679.69,195.36,1.8,0.63,0.47,3.47,0.74,35.53,-1.47,
8550,001611,Pedestrian,0.0,1,2.35,731.18,155.63,742.82,190.8,1.92,0.55,1.16,7.29,0.56,39.06,2.54,
8551,001611,Pedestrian,0.0,1,2.74,743.4,154.1,756.72,191.95,1.97,0.61,1.0,7.65,0.59,37.29,2.95,
8552,001612,Car,0.0,0,-1.59,592.78,172.83,642.91,220.25,1.56,1.65,3.69,0.21,1.59,25.82,-1.58,
8553,001612,Car,0.0,0,1.9,268.11,189.7,389.79,254.03,1.37,1.64,3.92,-6.94,1.83,18.13,1.54,
8554,001612,Car,0.0,0,-1.11,791.55,167.81,1025.11,288.2,1.49,1.59,4.09,4.57,1.44,10.86,-0.72,
8555,001612,Car,0.0,1,-1.01,707.24,172.34,857.17,236.96,1.4,1.63,4.05,4.24,1.4,17.58,-0.77,
8556,001612,Car,0.0,2,-0.98,701.22,173.25,821.35,227.24,1.45,1.58,3.87,4.51,1.48,21.36,-0.77,
8557,001612,Car,0.0,2,-0.96,698.58,167.62,799.67,217.32,1.61,1.67,3.65,4.88,1.45,25.23,-0.77,
8558,001612,Van,0.0,1,-0.97,659.08,161.04,752.48,206.4,1.88,1.82,4.64,4.32,1.41,32.25,-0.84,
8559,001612,Car,0.0,2,-0.89,651.76,172.52,723.95,201.33,1.49,1.63,4.16,4.26,1.48,39.31,-0.78,
8560,001612,Car,0.0,2,-0.81,642.82,171.01,692.63,191.21,1.54,1.72,3.88,4.57,1.41,57.1,-0.73,
8561,001612,Car,0.0,1,1.87,372.89,175.05,430.57,208.85,1.67,1.68,4.49,-10.97,1.81,38.22,1.59,
8562,001612,Van,0.0,1,1.75,522.99,158.91,557.76,190.12,2.91,2.18,6.91,-6.8,1.65,71.24,1.66,
8563,001612,Car,0.0,1,1.84,411.23,175.91,455.77,203.81,1.63,1.58,4.2,-10.86,1.84,44.55,1.61,
8564,001612,Car,0.0,1,1.79,441.84,179.4,476.63,199.2,1.34,1.57,4.01,-10.73,1.82,51.47,1.59,
8565,001612,Car,0.0,0,1.77,485.1,175.59,512.67,191.79,1.45,1.65,4.63,-10.41,1.73,67.79,1.62,
8566,001612,Car,0.0,2,1.89,354.45,176.94,390.14,201.0,1.47,1.29,2.95,-15.09,1.74,45.82,1.57,
8567,001612,Car,0.0,2,1.47,93.42,179.21,135.25,206.84,1.48,1.59,3.66,-28.18,1.87,40.94,0.87,
8568,001613,Car,0.0,0,1.78,431.65,182.37,464.52,201.12,1.55,1.88,4.59,-14.11,2.39,63.05,1.56,
8569,001613,Truck,0.0,3,1.9,314.87,151.39,390.69,207.61,4.14,2.97,8.86,-20.46,2.61,58.0,1.56,
8570,001613,Truck,0.0,1,1.86,362.59,155.47,421.43,203.07,4.19,2.94,8.67,-20.46,2.71,68.28,1.57,
8571,001614,Van,0.02,0,-1.66,1040.02,136.81,1241.0,313.39,1.98,1.8,4.54,7.35,1.59,10.48,-1.06,
8572,001614,Car,0.0,0,-1.16,583.44,186.99,762.22,282.79,1.48,1.71,4.65,1.38,1.79,14.03,-1.07,
8573,001614,Car,0.0,1,-0.94,447.69,162.94,635.32,272.52,2.04,1.66,4.62,-1.34,1.87,15.83,-1.03,
8574,001614,Car,0.0,0,-1.49,872.24,167.19,958.81,232.79,1.42,1.64,3.95,7.57,1.32,17.77,-1.09,
8575,001614,Van,0.18,1,1.42,1168.79,132.1,1241.0,199.95,2.75,2.04,6.05,26.62,1.12,32.12,2.11,
8576,001614,Truck,0.0,2,1.51,1077.09,110.93,1156.38,204.06,3.57,2.25,7.97,21.98,1.23,31.62,2.11,
8577,001614,Misc,0.0,2,2.34,297.53,210.07,556.63,273.51,0.93,2.39,5.82,-3.95,1.93,16.71,2.11,
8578,001614,Car,0.0,1,-0.74,272.24,190.82,460.84,262.76,1.53,1.61,4.73,-6.12,2.04,18.66,-1.05,
8579,001614,Car,0.0,1,-0.64,198.02,196.91,339.01,252.77,1.4,1.56,3.48,-9.93,2.15,21.13,-1.07,
8580,001614,Misc,0.0,2,2.45,235.2,199.06,359.01,255.89,1.34,1.6,2.68,-8.48,2.1,19.61,2.04,
8581,001614,Misc,0.0,1,2.36,362.72,175.61,418.96,220.1,2.02,1.31,2.25,-10.33,2.15,33.99,2.06,
8582,001615,Van,0.0,0,-1.7,675.79,155.4,761.47,232.65,1.97,1.82,4.41,2.96,1.55,20.76,-1.56,
8583,001615,Car,0.0,0,-1.48,549.75,176.95,582.02,203.52,1.58,1.65,3.91,-2.75,1.85,45.25,-1.54,
8584,001616,Car,0.0,0,-1.56,565.96,179.19,611.49,220.69,1.6,1.76,3.84,-0.81,1.36,29.93,-1.59,
8585,001616,Car,0.01,0,-1.21,128.59,180.21,445.01,375.0,1.64,1.72,4.24,-3.23,1.6,8.19,-1.58,
8586,001616,Car,0.0,2,-1.06,70.04,188.76,274.0,281.04,1.45,1.61,3.72,-8.02,1.55,13.6,-1.58,
8587,001616,Car,0.76,1,-0.85,0.0,187.81,80.61,266.97,1.51,1.66,4.13,-12.65,1.59,14.0,-1.58,
8588,001616,Car,0.0,2,-1.28,338.44,178.63,417.56,228.03,1.65,1.66,3.96,-8.28,1.42,26.15,-1.59,
8589,001616,Car,0.0,0,-1.39,436.83,184.02,514.07,237.79,1.48,1.64,3.81,-4.0,1.46,22.09,-1.57,
8590,001616,Car,0.0,2,-1.35,398.59,182.72,456.02,217.04,1.44,1.71,3.78,-8.17,1.35,32.74,-1.59,
8591,001616,Car,0.0,1,-1.45,502.42,183.69,546.93,215.11,1.37,1.61,4.21,-3.92,1.32,34.27,-1.57,
8592,001616,Van,0.0,1,-1.53,534.57,165.23,560.39,196.42,2.74,2.09,5.96,-5.53,0.96,66.59,-1.61,
8593,001616,Car,0.0,2,-1.06,117.14,185.3,249.22,242.97,1.5,1.55,3.99,-12.38,1.52,21.21,-1.58,
8594,001617,Truck,0.0,0,-1.56,594.72,163.19,623.4,194.25,2.85,2.63,12.34,-0.03,2.04,73.1,-1.56,
8595,001617,Car,0.0,0,1.92,319.5,189.27,378.16,217.47,1.46,1.86,4.01,-14.79,2.42,41.01,1.58,
8596,001618,Car,0.99,0,2.47,0.0,210.05,210.77,374.0,1.43,1.7,3.95,-3.68,1.67,2.92,1.61,
8597,001618,Pedestrian,0.0,2,1.28,887.17,151.34,928.64,257.84,1.96,0.72,1.09,5.69,1.57,13.83,1.66,
8598,001618,Car,0.0,0,-1.95,822.33,184.19,1083.86,342.52,1.51,1.6,3.24,3.76,1.66,8.62,-1.55,
8599,001618,Car,0.0,1,-1.78,759.83,184.01,902.76,273.45,1.45,1.74,4.1,4.04,1.68,13.99,-1.5,
8600,001618,Car,0.0,0,1.82,373.12,182.92,504.2,270.68,1.54,1.68,3.79,-3.4,1.77,14.82,1.6,
8601,001618,Car,0.0,2,1.78,456.6,184.1,536.0,243.14,1.49,1.52,3.35,-3.15,1.83,20.3,1.63,
8602,001618,Car,0.0,1,-1.74,717.99,180.14,804.45,239.87,1.53,1.65,4.37,4.2,1.75,20.84,-1.55,
8603,001618,Car,0.0,1,1.72,501.99,177.85,560.79,227.13,1.74,1.65,4.18,-2.98,1.95,27.81,1.61,
8604,001618,Car,0.0,1,1.92,558.53,178.62,612.47,214.78,1.64,1.45,3.48,-1.15,1.92,34.58,1.89,
8605,001618,Car,0.0,2,-1.54,709.22,178.91,756.48,223.2,1.61,1.68,4.04,4.83,1.85,28.3,-1.38,
8606,001618,Car,0.0,0,2.03,653.57,177.45,706.79,203.67,1.54,1.64,4.08,4.39,1.84,44.84,2.13,
8607,001619,Car,0.0,0,-1.83,727.62,181.95,929.59,305.85,1.41,1.58,4.36,2.84,1.55,10.54,-1.58,
8608,001620,Car,0.0,0,0.41,167.99,194.29,382.94,264.35,1.56,1.71,4.5,-8.17,2.13,17.81,-0.01,
8609,001620,Car,0.0,1,-3.0,477.17,184.55,528.22,205.12,1.44,1.52,3.5,-7.84,2.31,52.74,3.13,
8610,001621,Car,0.0,0,1.33,234.5,183.4,319.43,236.39,1.52,1.55,3.91,-10.67,1.87,22.88,0.9,
8611,001621,Car,0.0,1,1.53,150.92,183.3,225.4,241.09,1.62,1.84,4.1,-13.35,1.96,22.64,1.0,
8612,001621,Van,0.43,0,-2.27,0.0,171.72,174.54,289.64,1.95,1.89,4.61,-10.8,1.96,13.29,-2.94,
8613,001622,Pedestrian,0.0,0,0.37,340.3,177.08,364.19,242.32,1.55,0.52,0.5,-6.3,1.66,17.5,0.03,
8614,001622,Pedestrian,0.0,0,2.05,251.93,168.51,275.34,227.74,1.85,0.7,0.69,-11.08,1.72,23.01,1.6,
8615,001622,Misc,0.0,0,-1.89,867.07,190.37,931.51,263.62,1.2,0.53,1.71,5.12,1.53,12.98,-1.52,
8616,001623,Truck,0.0,0,-1.55,574.69,139.28,632.84,209.76,3.52,2.89,10.81,-0.24,1.9,41.74,-1.55,
8617,001623,Car,0.0,0,1.91,322.63,189.58,378.2,218.83,1.56,1.76,4.18,-15.18,2.58,42.33,1.57,
8618,001623,Car,0.0,0,1.85,385.3,181.92,423.57,206.18,1.95,1.83,4.89,-17.4,2.73,61.23,1.57,
8619,001624,Cyclist,0.0,0,-1.34,977.51,143.89,1083.45,340.38,1.8,0.56,1.79,4.34,1.54,7.45,-0.83,
8620,001624,Pedestrian,0.0,0,2.88,781.77,152.76,817.35,268.47,1.84,0.72,0.5,3.02,1.53,11.86,3.12,
8621,001624,Pedestrian,0.0,1,-0.67,1054.0,158.93,1103.21,293.02,1.71,0.57,0.51,6.18,1.54,9.54,-0.11,
8622,001624,Pedestrian,0.0,1,1.05,1022.73,162.26,1060.62,278.46,1.69,0.39,0.51,6.42,1.54,10.76,1.58,
8623,001624,Pedestrian,0.0,0,-1.09,213.86,169.34,247.1,258.57,1.7,0.45,1.06,-7.59,1.64,14.29,-1.57,
8624,001624,Pedestrian,0.0,0,0.38,291.42,165.79,323.85,258.44,1.8,0.7,0.58,-6.15,1.67,14.4,-0.01,
8625,001624,Cyclist,0.0,0,1.98,477.11,165.83,511.97,220.04,1.83,0.54,1.73,-4.05,1.6,25.19,1.82,
8626,001624,Van,0.0,1,-1.31,534.79,152.92,599.88,204.14,2.46,2.03,5.35,-2.14,1.53,37.56,-1.36,
8627,001625,Car,0.0,0,-1.57,582.18,180.44,620.92,215.8,1.6,1.76,3.84,-0.34,1.38,34.83,-1.58,
8628,001625,Car,0.11,0,-1.13,26.95,190.94,398.79,375.0,1.48,1.64,3.81,-3.55,1.57,7.27,-1.57,
8629,001625,Car,0.0,2,-1.03,34.6,188.4,272.83,290.94,1.44,1.71,3.78,-7.57,1.53,12.42,-1.57,
8630,001625,Car,0.0,1,-1.25,325.4,187.89,416.14,237.47,1.39,1.62,3.73,-7.44,1.51,22.83,-1.56,
8631,001625,Car,0.0,0,-1.39,440.14,188.24,528.38,247.0,1.37,1.61,4.21,-3.28,1.49,19.61,-1.56,
8632,001625,Car,0.0,2,-1.33,405.88,182.22,463.57,217.11,1.45,1.64,3.86,-7.74,1.33,32.35,-1.57,
8633,001625,Car,0.0,1,-1.45,488.6,184.43,535.71,215.55,1.38,1.71,4.49,-4.61,1.36,35.02,-1.58,
8634,001625,Van,0.0,1,-1.51,526.76,162.61,561.83,203.48,2.74,2.09,5.96,-4.48,1.21,51.54,-1.59,
8635,001625,Car,0.4,3,-0.91,0.0,186.61,147.75,274.86,1.51,1.54,4.17,-11.46,1.56,14.55,-1.57,
8636,001625,Car,0.0,2,-1.05,119.34,186.89,259.12,245.01,1.49,1.59,4.32,-12.21,1.57,21.27,-1.57,
8637,001625,Car,0.0,2,-1.2,293.8,187.22,362.8,220.37,1.33,1.55,3.83,-12.36,1.45,31.95,-1.57,
8638,001626,Truck,0.77,0,2.05,25.89,0.0,450.47,374.0,3.49,2.36,8.21,-3.86,1.73,7.49,1.59,
8639,001626,Car,0.0,1,-3.02,448.62,185.48,517.58,209.22,1.47,1.74,4.26,-8.31,2.33,47.36,3.09,
8640,001627,Car,0.0,0,-1.59,552.89,171.16,712.67,325.11,1.66,1.73,3.05,0.2,1.67,9.4,-1.57,
8641,001627,Cyclist,0.0,0,-1.25,322.96,175.88,341.99,204.14,1.78,0.6,1.81,-17.88,1.98,46.45,-1.62,
8642,001627,Car,0.0,0,1.93,303.28,183.12,381.94,221.03,1.47,1.72,4.39,-11.37,1.93,30.9,1.57,
8643,001628,Car,0.0,0,-1.52,577.79,176.45,635.99,231.5,1.61,1.66,3.2,-0.07,1.74,22.89,-1.52,
8644,001628,Tram,1.0,0,-0.03,1149.17,0.0,1241.0,374.0,3.63,2.34,12.83,6.08,1.5,-0.2,1.52,
8645,001629,Truck,0.0,0,1.88,194.3,54.65,472.54,318.92,3.25,2.15,7.05,-4.14,1.83,12.45,1.56,
8646,001629,Car,0.0,1,-1.65,617.16,181.63,703.89,260.51,1.46,1.53,3.17,0.92,1.65,15.14,-1.59,
8647,001629,Pedestrian,0.0,1,-2.22,598.24,174.58,626.91,254.0,1.68,0.5,0.42,0.04,1.72,15.59,-2.21,
8648,001630,Car,0.0,0,-1.57,581.15,178.46,636.11,223.14,1.36,1.69,3.38,-0.08,1.57,24.02,-1.57,
8649,001630,Car,0.0,1,-2.11,248.73,163.5,454.46,272.59,1.76,1.74,4.16,-5.01,1.64,13.59,-2.46,
8650,001630,Car,0.0,2,-2.05,333.65,163.72,474.59,251.93,1.83,1.64,3.71,-4.95,1.67,16.91,-2.33,
8651,001630,Car,0.0,2,-2.26,400.35,174.48,506.43,222.12,1.5,1.58,3.57,-5.37,1.58,24.41,-2.48,
8652,001630,Car,0.0,2,-2.26,433.68,168.32,532.36,219.13,1.8,1.63,3.79,-4.89,1.66,27.34,-2.43,
8653,001630,Van,0.0,3,-1.69,654.65,150.08,721.51,212.22,2.38,2.08,5.75,3.17,1.54,30.72,-1.59,
8654,001630,Car,0.0,2,-1.54,582.67,173.41,617.32,204.73,1.52,1.67,3.61,-0.5,1.57,37.13,-1.56,
8655,001630,Van,0.48,3,-1.93,0.0,124.54,306.8,374.0,1.85,1.67,4.42,-4.72,1.6,6.07,-2.57,
8656,001630,Truck,0.32,3,2.19,0.0,117.85,201.29,248.74,2.98,2.46,7.5,-14.81,1.78,20.17,1.56,
8657,001631,Car,0.0,0,-1.87,789.55,175.14,997.16,294.79,1.38,1.64,3.51,3.67,1.43,10.12,-1.53,
8658,001631,Car,0.0,2,-1.77,762.28,166.86,879.19,249.81,1.52,1.53,4.15,4.29,1.44,15.42,-1.5,
8659,001631,Car,0.0,2,-1.65,758.34,156.81,835.4,226.77,1.8,1.74,4.96,5.29,1.42,21.1,-1.4,
8660,001631,Van,0.0,2,-1.34,789.31,144.61,844.2,190.47,2.59,1.98,5.33,12.53,1.01,43.53,-1.06,
8661,001632,Pedestrian,0.0,0,-0.05,605.48,140.25,688.81,327.15,1.86,0.54,1.02,0.43,1.46,7.35,0.0,
8662,001633,Car,0.56,0,-2.59,0.0,160.47,175.96,300.13,1.78,1.65,3.75,-8.46,1.65,10.0,3.0,
8663,001633,Car,0.13,3,-2.67,0.0,181.72,246.84,274.75,1.49,1.75,3.73,-8.83,1.67,12.88,3.02,
8664,001633,Car,0.0,2,-2.76,78.07,181.92,288.68,255.62,1.49,1.64,3.69,-9.4,1.71,16.08,3.0,
8665,001633,Car,0.0,2,0.21,149.73,170.29,321.46,242.46,1.77,1.6,3.79,-9.84,1.72,19.16,-0.26,
8666,001633,Car,0.0,0,-1.76,488.45,179.28,540.52,217.39,1.66,1.66,3.98,-4.57,1.98,33.81,-1.9,
8667,001634,Car,0.98,0,-2.27,987.33,189.54,1241.0,374.0,1.41,1.57,3.16,2.88,1.5,2.67,-1.5,
8668,001634,Car,0.72,0,2.26,0.0,214.97,197.03,374.0,1.53,1.56,3.58,-5.99,2.04,7.19,1.59,
8669,001634,Car,0.0,1,1.77,430.63,188.45,485.45,226.37,1.42,1.54,3.5,-6.24,2.09,29.78,1.56,
8670,001634,Car,0.0,1,-1.65,650.53,174.55,695.9,209.69,1.51,1.75,3.78,2.83,1.62,33.32,-1.57,
8671,001634,Car,0.0,2,1.76,458.42,186.28,505.31,216.88,1.36,1.51,4.02,-6.22,2.04,35.23,1.58,
8672,001634,Car,0.0,1,1.71,489.59,179.45,526.62,209.94,1.74,1.65,4.11,-6.13,2.15,43.57,1.57,
8673,001634,Car,0.0,2,-0.97,66.41,204.45,153.77,236.54,1.43,1.8,3.96,-25.92,3.15,37.54,-1.57,
8674,001634,Car,0.0,2,-1.02,118.77,202.56,197.3,233.74,1.4,1.6,3.97,-23.46,3.02,37.57,-1.57,
8675,001634,Car,0.0,1,-1.05,159.73,198.14,243.17,231.88,1.49,1.7,4.51,-20.84,2.86,36.98,-1.56,
8676,001634,Car,0.0,2,-1.11,216.31,198.79,289.44,232.43,1.5,1.56,4.45,-18.33,2.9,37.19,-1.57,
8677,001635,Car,0.0,0,1.66,591.28,175.2,616.23,193.14,1.42,1.75,3.45,-0.5,1.63,59.45,1.65,
8678,001636,Cyclist,0.0,0,-0.68,1035.37,161.09,1148.71,253.38,1.73,0.62,1.83,9.31,1.51,14.01,-0.1,
8679,001636,Car,0.0,0,-1.37,729.46,180.61,775.58,207.91,1.48,1.8,4.31,8.34,1.96,42.07,-1.18,
8680,001636,Pedestrian,0.0,1,-3.04,560.83,180.53,570.83,211.59,1.63,0.4,0.84,-2.37,2.05,38.35,-3.1,
8681,001636,Car,0.0,0,1.65,655.01,180.19,688.71,206.82,1.69,1.88,4.5,4.19,2.2,48.52,1.74,
8682,001637,Car,0.0,0,-1.69,573.63,179.57,644.1,239.6,1.61,1.66,3.2,-0.14,1.82,21.24,-1.7,
8683,001637,Car,0.36,3,2.24,0.0,188.52,124.69,271.41,1.5,1.5,3.1,-11.91,1.85,14.96,1.58,
8684,001637,Car,0.72,0,2.28,0.0,192.75,146.77,323.25,1.5,1.67,4.07,-8.13,1.8,9.23,1.58,
8685,001638,Van,0.0,0,-1.57,819.83,154.77,944.94,285.15,1.98,1.8,4.54,4.95,1.73,13.37,-1.22,
8686,001638,Car,0.0,0,-1.14,442.34,189.64,606.97,274.32,1.48,1.71,4.65,-1.68,1.88,15.67,-1.24,
8687,001638,Car,0.0,1,-0.96,314.9,167.55,494.81,268.86,2.04,1.66,4.62,-4.63,1.96,16.97,-1.22,
8688,001638,Car,0.0,0,-1.46,703.25,172.48,776.93,228.05,1.42,1.64,3.95,3.76,1.44,20.58,-1.28,
8689,001638,Car,0.81,0,-2.0,1171.6,176.92,1241.0,268.32,1.51,1.72,4.5,11.35,1.58,12.04,-1.26,
8690,001638,Car,0.0,1,-1.62,902.33,163.94,958.7,209.44,1.7,1.8,4.5,12.89,1.39,29.3,-1.21,
8691,001638,Van,0.0,0,1.4,949.43,143.94,1015.63,200.46,2.75,2.04,6.05,19.63,1.38,38.33,1.87,
8692,001638,Truck,0.0,2,1.5,877.5,122.81,938.69,200.96,3.57,2.25,7.97,15.14,1.32,37.09,1.89,
8693,001638,Misc,0.0,2,2.33,162.0,212.03,422.58,272.42,0.93,2.39,5.82,-7.35,2.02,17.53,1.93,
8694,001638,Car,0.0,1,-0.77,127.77,193.36,324.18,264.87,1.53,1.61,4.73,-9.85,2.12,18.92,-1.25,
8695,001638,Car,0.0,1,-0.73,34.01,198.83,188.62,256.24,1.4,1.56,3.48,-14.16,2.19,20.65,-1.33,
8696,001638,Misc,0.0,2,2.42,79.27,201.0,215.16,258.58,1.34,1.6,2.68,-12.37,2.14,19.37,1.86,
8697,001638,Misc,0.0,2,2.34,211.99,179.89,273.5,225.54,2.02,1.31,2.25,-16.91,2.35,33.22,1.88,
8698,001639,Van,0.0,0,-1.76,702.26,163.9,750.09,203.27,2.06,1.81,4.44,6.4,1.62,40.32,-1.6,
8699,001639,Car,0.0,1,-2.44,795.49,174.34,860.8,201.49,1.48,1.36,3.51,12.41,1.59,41.3,-2.15,
8700,001640,Car,0.0,0,-1.41,437.57,169.94,523.88,229.65,1.5,1.78,3.69,-3.41,1.23,19.88,-1.58,
8701,001640,Cyclist,0.0,0,-0.16,847.94,145.11,909.21,199.19,1.74,0.6,1.79,9.0,0.6,23.35,0.2,
8702,001640,Cyclist,0.0,0,-0.33,783.93,149.03,834.96,197.09,1.86,0.63,1.82,8.08,0.64,28.02,-0.05,
8703,001640,Pedestrian,0.0,0,0.54,521.94,157.65,545.86,206.35,1.83,0.69,1.03,-2.59,0.97,27.1,0.45,
8704,001640,Cyclist,0.0,0,-0.52,657.82,156.13,694.14,189.88,1.72,0.6,1.79,3.67,0.47,36.58,-0.42,
